organization_id,name,organization_type,place_id,district,member_count,team_count,employee_capacity,name_source,is_real_name,match_confidence,max_match_distance_m,work_place_count,source,source_id,source_url,description
ORG_UNRES_W231983650,Unidentified Industrial at W231983650,industrial,PL_W231983650,Vaughan,1,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W231983650,https://www.openstreetmap.org/way/231983650,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W233647044,Unidentified Residential at W233647044,residential,PL_W233647044,Markham,1,1,300,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W233647044,https://www.openstreetmap.org/way/233647044,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W234054131,Unidentified Industrial at W234054131,industrial,PL_W234054131,Markham,2,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W234054131,https://www.openstreetmap.org/way/234054131,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W234058577,Unidentified Commercial at W234058577,commercial,PL_W234058577,Brampton,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W234058577,https://www.openstreetmap.org/way/234058577,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W236336973,Unidentified Commercial at W236336973,commercial,PL_W236336973,North York,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W236336973,https://www.openstreetmap.org/way/236336973,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W236938463,Unidentified Commercial at W236938463,commercial,PL_W236938463,Scarborough,2,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W236938463,https://www.openstreetmap.org/way/236938463,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W238469268,Unidentified Commercial at W238469268,commercial,PL_W238469268,Old Toronto,1,1,180,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W238469268,https://www.openstreetmap.org/way/238469268,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W238848856,Unidentified Office at 430 Courtneypark Drive East,office,PL_W238848856,Brampton,1,1,240,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W238848856,https://www.openstreetmap.org/way/238848856,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W239827900,Unidentified Commercial at 747 Brown's Line,commercial,PL_W239827900,Old Toronto,1,1,120,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W239827900,https://www.openstreetmap.org/way/239827900,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W241163484,Unidentified Commercial at 918 Bathurst,commercial,PL_W241163484,Old Toronto,2,1,120,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W241163484,https://www.openstreetmap.org/way/241163484,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W243113645,Unidentified Commercial at W243113645,commercial,PL_W243113645,Vaughan,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W243113645,https://www.openstreetmap.org/way/243113645,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W243113647,Unidentified Commercial at W243113647,commercial,PL_W243113647,Vaughan,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W243113647,https://www.openstreetmap.org/way/243113647,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W247681917,Unidentified Commercial at 73 Warren Road,commercial,PL_W247681917,Old Toronto,2,1,180,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W247681917,https://www.openstreetmap.org/way/247681917,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W247681920,Unidentified Office at 249 St. Clair Avenue West,office,PL_W247681920,Old Toronto,1,1,240,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W247681920,https://www.openstreetmap.org/way/247681920,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W248103628,Unidentified Commercial at 473 Dupont Street,commercial,PL_W248103628,Old Toronto,3,1,240,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W248103628,https://www.openstreetmap.org/way/248103628,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W248393745,Unidentified Commercial at W248393745,commercial,PL_W248393745,Old Toronto,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W248393745,https://www.openstreetmap.org/way/248393745,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W248705097,Unidentified Commercial at W248705097,commercial,PL_W248705097,Old Toronto,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W248705097,https://www.openstreetmap.org/way/248705097,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W25022777,Unidentified Industrial at W25022777,industrial,PL_W25022777,Scarborough,1,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W25022777,https://www.openstreetmap.org/way/25022777,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W253731097,Unidentified Industrial at W253731097,industrial,PL_W253731097,Brampton,1,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W253731097,https://www.openstreetmap.org/way/253731097,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W255630384,Unidentified Commercial at 720 Bathurst Street,commercial,PL_W255630384,Old Toronto,5,1,300,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W255630384,https://www.openstreetmap.org/way/255630384,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W255630385,Unidentified Commercial at 730 Bathurst Street,commercial,PL_W255630385,Old Toronto,1,1,120,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W255630385,https://www.openstreetmap.org/way/255630385,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W25775080,Unidentified Gym at W25775080,gym,PL_W25775080,Scarborough,2,1,20,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W25775080,https://www.openstreetmap.org/way/25775080,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W266723784,Unidentified Industrial at W266723784,industrial,PL_W266723784,Brampton,1,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W266723784,https://www.openstreetmap.org/way/266723784,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W272411673,Unidentified Industrial at W272411673,industrial,PL_W272411673,Vaughan,1,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W272411673,https://www.openstreetmap.org/way/272411673,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W273526615,Unidentified Residential at W273526615,residential,PL_W273526615,Richmond Hill,1,1,300,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W273526615,https://www.openstreetmap.org/way/273526615,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W273616103,Unidentified Commercial at W273616103,commercial,PL_W273616103,Old Toronto,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W273616103,https://www.openstreetmap.org/way/273616103,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W273616578,Unidentified Commercial at W273616578,commercial,PL_W273616578,Old Toronto,4,1,180,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W273616578,https://www.openstreetmap.org/way/273616578,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W275007753,Unidentified Industrial at W275007753,industrial,PL_W275007753,Old Toronto,1,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W275007753,https://www.openstreetmap.org/way/275007753,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W27630808,Unidentified Residential at 555 Sherbourne,residential,PL_W27630808,Old Toronto,1,1,1000,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W27630808,https://www.openstreetmap.org/way/27630808,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W277288431,Unidentified Industrial at W277288431,industrial,PL_W277288431,Scarborough,1,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W277288431,https://www.openstreetmap.org/way/277288431,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W277289052,Unidentified Industrial at W277289052,industrial,PL_W277289052,Scarborough,1,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W277289052,https://www.openstreetmap.org/way/277289052,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W278445275,Unidentified Residential at W278445275,residential,PL_W278445275,Brampton,1,1,300,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W278445275,https://www.openstreetmap.org/way/278445275,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W284475530,Unidentified Commercial at W284475530,commercial,PL_W284475530,Old Toronto,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W284475530,https://www.openstreetmap.org/way/284475530,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W285345952,Unidentified Commercial at W285345952,commercial,PL_W285345952,North York,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W285345952,https://www.openstreetmap.org/way/285345952,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W286526913,Unidentified Commercial at 3029 Bloor Street West,commercial,PL_W286526913,Old Toronto,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W286526913,https://www.openstreetmap.org/way/286526913,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W288101367,Unidentified Commercial at W288101367,commercial,PL_W288101367,North York,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W288101367,https://www.openstreetmap.org/way/288101367,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W288101368,Unidentified Commercial at W288101368,commercial,PL_W288101368,North York,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W288101368,https://www.openstreetmap.org/way/288101368,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W288357240,Unidentified Commercial at 430 Horner Avenue,commercial,PL_W288357240,Old Toronto,1,1,120,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W288357240,https://www.openstreetmap.org/way/288357240,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W291196701,Unidentified Residential at W291196701,residential,PL_W291196701,Markham,1,1,560,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W291196701,https://www.openstreetmap.org/way/291196701,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W291397756,Unidentified Industrial at W291397756,industrial,PL_W291397756,Vaughan,1,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W291397756,https://www.openstreetmap.org/way/291397756,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W291464330,Unidentified Commercial at W291464330,commercial,PL_W291464330,Vaughan,2,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W291464330,https://www.openstreetmap.org/way/291464330,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W291504978,Unidentified Office at 8333 Weston Road,office,PL_W291504978,Vaughan,1,1,80,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W291504978,https://www.openstreetmap.org/way/291504978,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W291845495,Unidentified Industrial at W291845495,industrial,PL_W291845495,North York,1,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W291845495,https://www.openstreetmap.org/way/291845495,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W292440309,Unidentified Gym at W292440309,gym,PL_W292440309,North York,1,1,20,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W292440309,https://www.openstreetmap.org/way/292440309,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W29512399,Unidentified Commercial at W29512399,commercial,PL_W29512399,Brampton,4,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W29512399,https://www.openstreetmap.org/way/29512399,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W296368461,Unidentified Commercial at 200 Dupont Street,commercial,PL_W296368461,Old Toronto,2,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W296368461,https://www.openstreetmap.org/way/296368461,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W297194551,Unidentified Commercial at W297194551,commercial,PL_W297194551,Vaughan,3,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W297194551,https://www.openstreetmap.org/way/297194551,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W297253908,Unidentified Commercial at W297253908,commercial,PL_W297253908,Vaughan,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W297253908,https://www.openstreetmap.org/way/297253908,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W297468339,Unidentified Commercial at W297468339,commercial,PL_W297468339,Vaughan,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W297468339,https://www.openstreetmap.org/way/297468339,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W300140020,Unidentified Industrial at W300140020,industrial,PL_W300140020,Scarborough,1,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W300140020,https://www.openstreetmap.org/way/300140020,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W301562732,Unidentified Commercial at W301562732,commercial,PL_W301562732,Vaughan,2,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W301562732,https://www.openstreetmap.org/way/301562732,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W301970888,Unidentified Office at 132 Sheppard Avenue West,office,PL_W301970888,North York,2,1,240,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W301970888,https://www.openstreetmap.org/way/301970888,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W302935292,Unidentified Industrial at W302935292,industrial,PL_W302935292,Brampton,1,1,70,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W302935292,https://www.openstreetmap.org/way/302935292,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W304713368,Unidentified Commercial at W304713368,commercial,PL_W304713368,Old Toronto,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W304713368,https://www.openstreetmap.org/way/304713368,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W306339343,Unidentified Commercial at W306339343,commercial,PL_W306339343,Vaughan,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W306339343,https://www.openstreetmap.org/way/306339343,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W306426685,Unidentified Commercial at W306426685,commercial,PL_W306426685,Vaughan,2,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W306426685,https://www.openstreetmap.org/way/306426685,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W306426686,Unidentified Commercial at W306426686,commercial,PL_W306426686,Vaughan,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W306426686,https://www.openstreetmap.org/way/306426686,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W307236254,Unidentified Commercial at W307236254,commercial,PL_W307236254,Old Toronto,1,1,120,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W307236254,https://www.openstreetmap.org/way/307236254,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W307652746,Unidentified Commercial at W307652746,commercial,PL_W307652746,Old Toronto,1,1,60,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W307652746,https://www.openstreetmap.org/way/307652746,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W307653859,Unidentified Commercial at 315 Albany Avenue,commercial,PL_W307653859,Old Toronto,2,1,120,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W307653859,https://www.openstreetmap.org/way/307653859,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W30955785,Unidentified Residential at 108 Goodwood Park Court,residential,PL_W30955785,Old Toronto,1,1,280,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W30955785,https://www.openstreetmap.org/way/30955785,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W30966658,Unidentified Residential at 1757 Victoria Park Avenue,residential,PL_W30966658,Scarborough,1,1,280,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W30966658,https://www.openstreetmap.org/way/30966658,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W30966659,Unidentified Residential at 1765 Victoria Park Avenue,residential,PL_W30966659,Scarborough,1,1,280,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W30966659,https://www.openstreetmap.org/way/30966659,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W30986091,Unidentified Residential at 85 Gamble Avenue,residential,PL_W30986091,Old Toronto,1,1,240,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W30986091,https://www.openstreetmap.org/way/30986091,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W30986302,Unidentified Residential at 40 Homewood Avenue,residential,PL_W30986302,Old Toronto,1,1,1000,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W30986302,https://www.openstreetmap.org/way/30986302,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W30986903,Unidentified Residential at 33 Isabella Street,residential,PL_W30986903,Old Toronto,1,1,1000,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W30986903,https://www.openstreetmap.org/way/30986903,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31363775,Unidentified Residential at 725 Don Mills Road,residential,PL_W31363775,North York,1,1,1000,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31363775,https://www.openstreetmap.org/way/31363775,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31363802,Unidentified Office at 250 Ferrand Drive,office,PL_W31363802,North York,4,1,1000,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31363802,https://www.openstreetmap.org/way/31363802,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31363991,Unidentified Office at 65 Overlea Boulevard,office,PL_W31363991,Old Toronto,1,1,400,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31363991,https://www.openstreetmap.org/way/31363991,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31366012,Unidentified Residential at 55 Wynford Heights Crescent,residential,PL_W31366012,North York,1,1,840,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31366012,https://www.openstreetmap.org/way/31366012,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31368476,Unidentified Residential at 155 Antibes Drive,residential,PL_W31368476,North York,1,1,640,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31368476,https://www.openstreetmap.org/way/31368476,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31368504,Unidentified Residential at 765 Steeles Avenue West,residential,PL_W31368504,North York,1,1,840,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31368504,https://www.openstreetmap.org/way/31368504,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31373083,Unidentified Residential at 757 Victoria Park,residential,PL_W31373083,Scarborough,1,1,720,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31373083,https://www.openstreetmap.org/way/31373083,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31373094,Unidentified Residential at 263 Pharmacy Avenue,residential,PL_W31373094,Scarborough,1,1,840,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31373094,https://www.openstreetmap.org/way/31373094,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31373098,Unidentified Residential at 7 Crescent Place,residential,PL_W31373098,Old Toronto,1,1,800,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31373098,https://www.openstreetmap.org/way/31373098,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31373431,Unidentified Residential at 400 McCowan Road,residential,PL_W31373431,Scarborough,1,1,400,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31373431,https://www.openstreetmap.org/way/31373431,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W313908676,Unidentified Residential at W313908676,residential,PL_W313908676,Scarborough,1,1,40,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W313908676,https://www.openstreetmap.org/way/313908676,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31451005,Unidentified Residential at 3171 Eglinton Avenue East,residential,PL_W31451005,Scarborough,1,1,480,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31451005,https://www.openstreetmap.org/way/31451005,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31451019,Unidentified Residential at 15 Cougar Court,residential,PL_W31451019,Scarborough,1,1,680,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31451019,https://www.openstreetmap.org/way/31451019,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31451094,Unidentified Residential at W31451094,residential,PL_W31451094,Scarborough,3,1,480,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31451094,https://www.openstreetmap.org/way/31451094,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31451096,Unidentified Residential at 399 Markham Road,residential,PL_W31451096,Scarborough,2,1,600,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31451096,https://www.openstreetmap.org/way/31451096,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31451199,Unidentified Residential at 1350 Danforth Road,residential,PL_W31451199,Scarborough,1,1,600,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31451199,https://www.openstreetmap.org/way/31451199,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31451201,Unidentified Residential at 1360 Danforth Road,residential,PL_W31451201,Scarborough,2,1,560,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31451201,https://www.openstreetmap.org/way/31451201,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31560365,Unidentified Residential at 1319 Neilson Road,residential,PL_W31560365,Scarborough,1,1,520,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31560365,https://www.openstreetmap.org/way/31560365,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31616721,Unidentified Residential at 115 Omni Drive,residential,PL_W31616721,Scarborough,1,1,960,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31616721,https://www.openstreetmap.org/way/31616721,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31617603,Unidentified Residential at 65 Huntingdale Boulevard,residential,PL_W31617603,Scarborough,1,1,800,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31617603,https://www.openstreetmap.org/way/31617603,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31617606,Unidentified Residential at 55 Huntingdale,residential,PL_W31617606,Scarborough,1,1,800,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31617606,https://www.openstreetmap.org/way/31617606,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31617610,Unidentified Residential at W31617610,residential,PL_W31617610,Scarborough,1,1,640,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31617610,https://www.openstreetmap.org/way/31617610,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31617617,Unidentified Residential at 2330 Bridletowne Circle,residential,PL_W31617617,Scarborough,1,1,920,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31617617,https://www.openstreetmap.org/way/31617617,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31617618,Unidentified Residential at 100 Echo Point,residential,PL_W31617618,Scarborough,2,1,920,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31617618,https://www.openstreetmap.org/way/31617618,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31617619,Unidentified Residential at 2350 Bridletowne Circle,residential,PL_W31617619,Scarborough,2,1,920,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31617619,https://www.openstreetmap.org/way/31617619,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31617620,Unidentified Residential at 2500 Bridletowne Circle,residential,PL_W31617620,Scarborough,1,1,400,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31617620,https://www.openstreetmap.org/way/31617620,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
ORG_UNRES_W31617621,Unidentified Residential at 100 Sprucewood Court,residential,PL_W31617621,Scarborough,1,1,600,unresolved_osm,false,unresolved,0.0,1,OpenStreetMap,W31617621,https://www.openstreetmap.org/way/31617621,OSM records the workplace location and category but no verified organization name; the explicit placeholder is retained instead of inventing a company.
