person_id,place_role,place_id
P04765,HOME,PL_W706190948
P04765,WORK,PL_N5379390974
P04765,CHILD_SCHOOL,PL_W235324578
P04766,HOME,PL_W702587019
P04766,WORK,PL_W27778414
P04766,CHILD_SCHOOL,PL_W43613879
P04767,HOME,PL_W705507609
P04767,WORK,PL_W662252089
P04767,CHILD_SCHOOL,PL_W160521056
P04768,HOME,PL_W661049833
P04768,WORK,PL_W659581408
P04768,CHILD_SCHOOL,PL_W42530511
P04769,HOME,PL_W659444564
P04769,WORK,PL_W796670826
P04770,HOME,PL_W43806055
P04770,WORK,PL_W59146422
P04770,CHILD_SCHOOL,PL_W661567710
P04771,HOME,PL_W31754493
P04771,WORK,PL_W34516714
P04771,CHILD_SCHOOL,PL_W25775044
P04772,HOME,PL_W659840199
P04772,WORK,PL_W797151986
P04772,CHILD_SCHOOL,PL_W242745832
P04773,HOME,PL_W41405412
P04773,WORK,PL_W142432175
P04774,HOME,PL_W42472527
P04774,UNIVERSITY,PL_N13951193852
P04775,HOME,PL_W660867028
P04775,WORK,PL_N13859022673
P04776,HOME,PL_W706190948
P04776,WORK,PL_W25107921
P04776,CHILD_SCHOOL,PL_W224674925
P04777,HOME,PL_W659831357
P04777,WORK,PL_W61951968
P04778,HOME,PL_W705845659
P04778,WORK,PL_W174712152
P04778,CHILD_SCHOOL,PL_W220406701
P04779,HOME,PL_W661274619
P04779,WORK,PL_N1125689250
P04780,HOME,PL_W31617619
P04780,WORK,PL_W59244442
P04780,CHILD_SCHOOL,PL_W224818044
P04781,HOME,PL_W943421439
P04781,WORK,PL_W31623456
P04781,CHILD_SCHOOL,PL_W34617361
P04782,HOME,PL_W659449130
P04782,WORK,PL_W58647104
P04783,HOME,PL_W34229575
P04783,WORK,PL_W61698932
P04784,HOME,PL_W31756292
P04784,WORK,PL_N6444231663
P04785,HOME,PL_W661324584
P04785,WORK,PL_W27767637
P04786,HOME,PL_W706078569
P04786,WORK,PL_N762599225
P04786,CHILD_SCHOOL,PL_W41364187
P04787,HOME,PL_W371983592
P04787,WORK,PL_N7750493883
P04788,HOME,PL_W1525338775
P04788,WORK,PL_W61014137
P04789,HOME,PL_W704292287
P04789,WORK,PL_W367536575
P04789,CHILD_SCHOOL,PL_W29234699
P04790,HOME,PL_W31757271
P04790,WORK,PL_W33409410
P04790,CHILD_SCHOOL,PL_W703414558
P04791,HOME,PL_W705519685
P04791,WORK,PL_W659239223
P04791,CHILD_SCHOOL,PL_W220920995
P04792,HOME,PL_W663052101
P04792,WORK,PL_W34320502
P04792,CHILD_SCHOOL,PL_W29196647
P04793,HOME,PL_W99094306
P04793,WORK,PL_N3482106449
P04793,CHILD_SCHOOL,PL_N7766322681
P04794,HOME,PL_W35836411
P04794,WORK,PL_W122205423
P04794,CHILD_SCHOOL,PL_W28273222
P04795,HOME,PL_W660806679
P04795,WORK,PL_N13011557678
P04796,HOME,PL_W659446888
P04796,WORK,PL_W662152031
P04797,HOME,PL_W659444629
P04797,WORK,PL_N13990904648
P04797,CHILD_SCHOOL,PL_W186575947
P04798,HOME,PL_W41405389
P04798,WORK,PL_W288101367
P04799,HOME,PL_W704594300
P04799,WORK,PL_N13209000024
P04800,HOME,PL_W661919538
P04800,WORK,PL_W87889515
P04800,CHILD_SCHOOL,PL_W57047252
P04801,HOME,PL_W702557442
P04801,WORK,PL_W661471759
P04801,CHILD_SCHOOL,PL_W36880098
P04802,HOME,PL_W31451053
P04802,UNIVERSITY,PL_N401521720
P04802,CHILD_SCHOOL,PL_W224815940
P04803,HOME,PL_W662175053
P04803,WORK,PL_W124105158
P04803,CHILD_SCHOOL,PL_W41364199
P04804,HOME,PL_W661920105
P04804,UNIVERSITY,PL_N2681580824
P04805,HOME,PL_W659839417
P04805,WORK,PL_W598637695
P04806,HOME,PL_W36791545
P04806,WORK,PL_W31366344
P04807,HOME,PL_W662761930
P04807,WORK,PL_W1544078638
P04808,HOME,PL_W702557442
P04808,WORK,PL_N837713122
P04808,CHILD_SCHOOL,PL_W42530511
P04809,HOME,PL_W660830130
P04809,WORK,PL_W662150248
P04809,CHILD_SCHOOL,PL_W36747398
P04810,HOME,PL_W31622241
P04810,WORK,PL_N12534674327
P04811,HOME,PL_W1275528988
P04811,WORK,PL_N13298642250
P04811,CHILD_SCHOOL,PL_W705565521
P04812,HOME,PL_W31373094
P04812,WORK,PL_W203425966
P04813,HOME,PL_W660358120
P04813,UNIVERSITY,PL_W61759776
P04814,HOME,PL_W905590515
P04814,UNIVERSITY,PL_N4507572289
P04815,HOME,PL_W660569402
P04815,WORK,PL_W43806368
P04816,HOME,PL_W706080731
P04816,WORK,PL_W43807937
P04817,HOME,PL_W662536227
P04817,WORK,PL_N599897438
P04817,CHILD_SCHOOL,PL_W61955065
P04818,HOME,PL_W894580863
P04818,WORK,PL_N6359375695
P04819,HOME,PL_W662776039
P04819,WORK,PL_W105516626
P04819,CHILD_SCHOOL,PL_W35836502
P04820,HOME,PL_W659333769
P04820,WORK,PL_W705170957
P04820,CHILD_SCHOOL,PL_W225936202
P04821,HOME,PL_W659728902
P04821,WORK,PL_W659728902
P04822,HOME,PL_W59434211
P04822,WORK,PL_W661314355
P04823,HOME,PL_W31619121
P04823,WORK,PL_W506139150
P04823,CHILD_SCHOOL,PL_W167534168
P04824,HOME,PL_W662725999
P04824,WORK,PL_N13717425782
P04825,HOME,PL_W659549468
P04825,WORK,PL_W113804339
P04825,CHILD_SCHOOL,PL_W160521056
P04826,HOME,PL_W661777726
P04826,WORK,PL_N13946560483
P04827,HOME,PL_W661636261
P04827,WORK,PL_W34749533
P04828,HOME,PL_W661331146
P04828,WORK,PL_W474924382
P04828,CHILD_SCHOOL,PL_N7108065615
P04829,HOME,PL_W43804512
P04829,WORK,PL_W43804512
P04830,HOME,PL_W659445201
P04830,WORK,PL_W692002311
P04830,CHILD_SCHOOL,PL_W171477271
P04831,HOME,PL_W704945378
P04831,UNIVERSITY,PL_N1515959209
P04832,HOME,PL_W660356858
P04832,WORK,PL_W1357930414
P04832,CHILD_SCHOOL,PL_W224809461
P04833,HOME,PL_W33559058
P04833,WORK,PL_N6313899872
P04833,CHILD_SCHOOL,PL_W760840673
P04834,HOME,PL_W660348085
P04834,WORK,PL_W660348085
P04835,HOME,PL_W704945374
P04835,WORK,PL_N4463448362
P04835,CHILD_SCHOOL,PL_W224159663
P04836,HOME,PL_W659453764
P04836,WORK,PL_W93811550
P04836,CHILD_SCHOOL,PL_W161236234
P04837,HOME,PL_W287420868
P04837,WORK,PL_W915577365
P04837,CHILD_SCHOOL,PL_W25366282
P04838,HOME,PL_W31754574
P04838,WORK,PL_W31754574
P04839,HOME,PL_W659341550
P04839,WORK,PL_N5717888821
P04839,CHILD_SCHOOL,PL_W75367984
P04840,HOME,PL_W31451020
P04840,WORK,PL_N13896815239
P04841,HOME,PL_W659454254
P04841,WORK,PL_W703946861
P04842,HOME,PL_W1204791484
P04842,WORK,PL_W27767636
P04842,CHILD_SCHOOL,PL_W29234699
P04843,HOME,PL_W31754570
P04843,WORK,PL_W31727498
P04843,CHILD_SCHOOL,PL_W704997229
P04844,HOME,PL_W662761229
P04844,WORK,PL_N6547808724
P04844,CHILD_SCHOOL,PL_W70509378
P04845,HOME,PL_W659830904
P04845,WORK,PL_N5440194021
P04845,CHILD_SCHOOL,PL_W122317772
P04846,HOME,PL_W705737451
P04846,WORK,PL_W33460946
P04846,CHILD_SCHOOL,PL_N2332638609
P04847,HOME,PL_W660586805
P04847,WORK,PL_N7564687075
P04848,HOME,PL_W170052638
P04848,WORK,PL_W143654375
P04849,HOME,PL_W705845664
P04849,WORK,PL_W62364917
P04850,HOME,PL_W704229389
P04850,WORK,PL_N7766306295
P04850,CHILD_SCHOOL,PL_N7659648005
P04851,HOME,PL_W706190954
P04851,WORK,PL_W450841059
P04852,HOME,PL_W31757829
P04852,WORK,PL_W661022272
P04853,HOME,PL_W704196075
P04853,WORK,PL_W659581422
P04853,CHILD_SCHOOL,PL_W41364187
P04854,HOME,PL_W34777543
P04854,WORK,PL_W241020327
P04855,HOME,PL_W1275522400
P04855,WORK,PL_W669725334
P04855,CHILD_SCHOOL,PL_W688267158
P04856,HOME,PL_W31373427
P04856,WORK,PL_W703255163
P04856,CHILD_SCHOOL,PL_W37404404
P04857,HOME,PL_W660078068
P04857,WORK,PL_N280889469
P04858,HOME,PL_W33636925
P04858,WORK,PL_N2159450932
P04858,CHILD_SCHOOL,PL_W41364189
P04859,HOME,PL_W704228133
P04859,WORK,PL_N11711812231
P04860,HOME,PL_W1253788629
P04860,WORK,PL_W55896876
P04861,HOME,PL_W705507605
P04861,UNIVERSITY,PL_W23447424
P04862,HOME,PL_W661841888
P04862,WORK,PL_N2346818597
P04863,HOME,PL_W31373086
P04863,WORK,PL_W67140585
P04864,HOME,PL_W33036595
P04864,WORK,PL_W239024445
P04865,HOME,PL_W705649172
P04865,WORK,PL_W531735882
P04865,CHILD_SCHOOL,PL_W35836166
P04866,HOME,PL_W1267010743
P04866,WORK,PL_N10932171756
P04866,CHILD_SCHOOL,PL_W121969533
P04867,HOME,PL_W57079616
P04867,WORK,PL_W179222094
P04868,HOME,PL_W706093841
P04868,WORK,PL_W25108216
P04869,HOME,PL_W661649502
P04869,WORK,PL_W105516602
P04869,CHILD_SCHOOL,PL_W705109213
P04870,HOME,PL_W705010191
P04870,WORK,PL_W796589700
P04870,CHILD_SCHOOL,PL_N7108092021
P04871,HOME,PL_W31616721
P04871,WORK,PL_W121946558
P04872,HOME,PL_W33564012
P04872,WORK,PL_W31620471
P04872,CHILD_SCHOOL,PL_W235324578
P04873,HOME,PL_W659455243
P04873,WORK,PL_N4922296511
P04874,HOME,PL_W659445113
P04874,WORK,PL_W56426668
P04874,CHILD_SCHOOL,PL_W186986129
P04875,HOME,PL_W662144586
P04875,WORK,PL_W122205423
P04876,HOME,PL_W704945366
P04876,WORK,PL_W35491449
P04876,CHILD_SCHOOL,PL_W705563029
P04877,HOME,PL_W659729317
P04877,WORK,PL_W103094574
P04878,HOME,PL_W32742170
P04878,WORK,PL_N6317422599
P04879,HOME,PL_W33036595
P04879,WORK,PL_N3648172016
P04880,HOME,PL_W705507609
P04880,WORK,PL_N11642440277
P04881,HOME,PL_W659446808
P04881,WORK,PL_W101919598
P04881,CHILD_SCHOOL,PL_W34617374
P04882,HOME,PL_W661821800
P04882,WORK,PL_W692017153
P04883,HOME,PL_W660586017
P04883,WORK,PL_W170490459
P04884,HOME,PL_W31754491
P04884,WORK,PL_N12697813980
P04885,HOME,PL_W660829965
P04885,WORK,PL_W195846408
P04886,HOME,PL_W706080726
P04886,WORK,PL_N3070145657
P04887,HOME,PL_W114706282
P04887,WORK,PL_N1355709826
P04887,CHILD_SCHOOL,PL_N8082789926
P04888,HOME,PL_W43805755
P04888,WORK,PL_W34516677
P04889,HOME,PL_W659247457
P04889,WORK,PL_W658472057
P04890,HOME,PL_W943421439
P04890,WORK,PL_W660836758
P04891,HOME,PL_W705529528
P04891,WORK,PL_W61843026
P04891,CHILD_SCHOOL,PL_W503478885
P04892,HOME,PL_W59434210
P04892,WORK,PL_W356780579
P04892,CHILD_SCHOOL,PL_W34777564
P04893,HOME,PL_W36791500
P04893,WORK,PL_W677206956
P04894,HOME,PL_W662774531
P04894,WORK,PL_W103618476
P04895,HOME,PL_W662388891
P04895,WORK,PL_W662388891
P04896,HOME,PL_W978051263
P04896,WORK,PL_W241020327
P04896,CHILD_SCHOOL,PL_W33396855
P04897,HOME,PL_W258558553
P04897,WORK,PL_N13028429348
P04897,CHILD_SCHOOL,PL_W224813127
P04898,HOME,PL_W662177029
P04898,WORK,PL_W662177029
P04898,CHILD_SCHOOL,PL_W37236885
P04899,HOME,PL_W31617605
P04899,WORK,PL_W255630384
P04899,CHILD_SCHOOL,PL_W703414557
P04900,HOME,PL_W41405415
P04900,WORK,PL_W89636166
P04901,HOME,PL_W705624359
P04901,UNIVERSITY,PL_W23447514
P04902,HOME,PL_W660178818
P04902,WORK,PL_W56010249
P04902,CHILD_SCHOOL,PL_W43613879
P04903,HOME,PL_W659732577
P04903,WORK,PL_W704230291
P04904,HOME,PL_W170052635
P04904,WORK,PL_W661898672
P04905,HOME,PL_W33036600
P04905,WORK,PL_W677205531
P04906,HOME,PL_W31617620
P04906,WORK,PL_N6528691664
P04907,HOME,PL_W661919961
P04907,WORK,PL_W31451792
P04908,HOME,PL_W659452035
P04908,WORK,PL_W285344255
P04908,CHILD_SCHOOL,PL_W29196647
P04909,HOME,PL_W506136037
P04909,WORK,PL_W43417475
P04910,HOME,PL_W661275481
P04910,WORK,PL_N11979553561
P04911,HOME,PL_W662762430
P04911,WORK,PL_W34320502
P04911,CHILD_SCHOOL,PL_W41841656
P04912,HOME,PL_W659831173
P04912,WORK,PL_N6575116521
P04913,HOME,PL_W706080743
P04913,WORK,PL_W804360780
P04914,HOME,PL_W705132829
P04914,WORK,PL_N6543870201
P04914,CHILD_SCHOOL,PL_W43613879
P04915,HOME,PL_W31373083
P04915,WORK,PL_W143672144
P04916,HOME,PL_W863282987
P04916,WORK,PL_W180167447
P04917,HOME,PL_W661648626
P04917,WORK,PL_W659572853
P04917,CHILD_SCHOOL,PL_W225936203
P04918,HOME,PL_W662177604
P04918,WORK,PL_W43805112
P04918,CHILD_SCHOOL,PL_W37404404
P04919,HOME,PL_W705845652
P04919,WORK,PL_W662257868
P04920,HOME,PL_W706093827
P04920,WORK,PL_W796687026
P04921,HOME,PL_W659244594
P04921,WORK,PL_W663829641
P04922,HOME,PL_W31754568
P04922,WORK,PL_N5721156024
P04922,CHILD_SCHOOL,PL_W57052280
P04923,HOME,PL_W661049913
P04923,WORK,PL_N3728548511
P04924,HOME,PL_W924866605
P04924,WORK,PL_W661896793
P04924,CHILD_SCHOOL,PL_W143657503
P04925,HOME,PL_W31754694
P04925,WORK,PL_W44076452
P04925,CHILD_SCHOOL,PL_W73323696
P04926,HOME,PL_W31451094
P04926,WORK,PL_W58869394
P04927,HOME,PL_W62354003
P04927,UNIVERSITY,PL_W61759776
P04928,HOME,PL_W32455659
P04928,WORK,PL_N7751985864
P04929,HOME,PL_W661777187
P04929,WORK,PL_N13670573940
P04930,HOME,PL_W705170960
P04930,UNIVERSITY,PL_W61759776
P04931,HOME,PL_W32122686
P04931,WORK,PL_W57053335
P04931,CHILD_SCHOOL,PL_W35800153
P04932,HOME,PL_W658974037
P04932,WORK,PL_N7325964479
P04932,CHILD_SCHOOL,PL_W224816805
P04933,HOME,PL_W43804992
P04933,WORK,PL_W796562724
P04933,CHILD_SCHOOL,PL_W167534168
P04934,HOME,PL_W33036598
P04934,WORK,PL_W663315274
P04935,HOME,PL_W662095589
P04935,WORK,PL_W34749730
P04936,HOME,PL_W702142763
P04936,WORK,PL_W31963779
P04936,CHILD_SCHOOL,PL_W42525407
P04937,HOME,PL_W659341285
P04937,WORK,PL_W56426670
P04938,HOME,PL_W659449171
P04938,WORK,PL_N13628577394
P04938,CHILD_SCHOOL,PL_W688047029
P04939,HOME,PL_W31373428
P04939,WORK,PL_W31373428
P04940,HOME,PL_W660806679
P04940,WORK,PL_N5735282821
P04941,HOME,PL_W659334227
P04941,WORK,PL_N6542536256
P04941,CHILD_SCHOOL,PL_N2356774165
P04942,HOME,PL_W705115244
P04942,WORK,PL_W32556090
P04943,HOME,PL_W659445420
P04943,WORK,PL_W663315400
P04943,CHILD_SCHOOL,PL_W163042361
P04944,HOME,PL_W1204906936
P04944,WORK,PL_N3403172035
P04944,CHILD_SCHOOL,PL_W163042361
P04945,HOME,PL_W31617603
P04945,WORK,PL_N6334392494
P04946,HOME,PL_W659732740
P04946,WORK,PL_W161836042
P04946,CHILD_SCHOOL,PL_W56127102
P04947,HOME,PL_W705222382
P04947,WORK,PL_W659974224
P04948,HOME,PL_W1163968780
P04948,WORK,PL_W367536575
P04949,HOME,PL_W31451021
P04949,WORK,PL_W659534401
P04950,HOME,PL_W661823459
P04950,WORK,PL_W797142450
P04950,CHILD_SCHOOL,PL_W29234699
P04951,HOME,PL_W705507591
P04951,WORK,PL_N6175713509
P04951,CHILD_SCHOOL,PL_W148163965
P04952,HOME,PL_W33542527
P04952,WORK,PL_W31363799
P04953,HOME,PL_W661956514
P04953,UNIVERSITY,PL_W1431713652
P04954,HOME,PL_W42472532
P04954,WORK,PL_W13405217
P04955,HOME,PL_W659448597
P04955,WORK,PL_W55029513
P04956,HOME,PL_W42472532
P04956,WORK,PL_W27778414
P04957,HOME,PL_W659455112
P04957,WORK,PL_W215499749
P04957,CHILD_SCHOOL,PL_W688267158
P04958,HOME,PL_W660178826
P04958,UNIVERSITY,PL_N7781377932
P04959,HOME,PL_W1270197227
P04959,WORK,PL_W56238543
P04960,HOME,PL_W144500767
P04960,WORK,PL_N6584574276
P04960,CHILD_SCHOOL,PL_W35836168
P04961,HOME,PL_W43806332
P04961,WORK,PL_W659587770
P04962,HOME,PL_W1204795433
P04962,WORK,PL_W61842991
P04963,HOME,PL_W659453717
P04963,WORK,PL_W705010190
P04964,HOME,PL_W706078549
P04964,WORK,PL_W537868893
P04965,HOME,PL_W659451748
P04965,WORK,PL_N6548329622
P04966,HOME,PL_W705218726
P04966,WORK,PL_W1098900364
P04967,HOME,PL_W662388565
P04967,WORK,PL_W31926854
P04967,CHILD_SCHOOL,PL_W703400000
P04968,HOME,PL_W41405418
P04968,WORK,PL_N6138154559
P04969,HOME,PL_W661957581
P04969,WORK,PL_N5368912118
P04970,HOME,PL_W43250787
P04970,WORK,PL_W705015582
P04971,HOME,PL_W659448496
P04971,WORK,PL_W134179852
P04971,CHILD_SCHOOL,PL_W34617374
P04972,HOME,PL_W661206757
P04972,WORK,PL_W34614474
P04972,CHILD_SCHOOL,PL_W703420516
P04973,HOME,PL_W220396450
P04973,WORK,PL_W661045013
P04974,HOME,PL_W704288166
P04974,WORK,PL_W80378497
P04974,CHILD_SCHOOL,PL_W37409510
P04975,HOME,PL_W661075710
P04975,WORK,PL_W34749650
P04976,HOME,PL_W661822188
P04976,WORK,PL_W943701267
P04977,HOME,PL_W660806679
P04977,WORK,PL_W79659939
P04978,HOME,PL_W659445311
P04978,WORK,PL_W660367473
P04978,CHILD_SCHOOL,PL_W54223625
P04979,HOME,PL_W661045356
P04979,WORK,PL_W659588023
P04979,CHILD_SCHOOL,PL_W37409510
P04980,HOME,PL_W702169769
P04980,WORK,PL_N582749841
P04980,CHILD_SCHOOL,PL_W36817966
P04981,HOME,PL_W659546930
P04981,WORK,PL_W659617376
P04982,HOME,PL_W924866605
P04982,WORK,PL_N1114129259
P04982,CHILD_SCHOOL,PL_W179180309
P04983,HOME,PL_W41405419
P04983,WORK,PL_W62058559
P04983,CHILD_SCHOOL,PL_W224136220
P04984,HOME,PL_W661274535
P04984,WORK,PL_N8828553603
P04984,CHILD_SCHOOL,PL_W224816805
P04985,HOME,PL_W661777926
P04985,WORK,PL_W273616578
P04986,HOME,PL_W660078611
P04986,WORK,PL_N11007364506
P04986,CHILD_SCHOOL,PL_W36543326
P04987,HOME,PL_W662448623
P04987,WORK,PL_W1173242674
P04988,HOME,PL_W706080743
P04988,UNIVERSITY,PL_N13951193852
P04989,HOME,PL_W31560364
P04989,WORK,PL_N11054974009
P04989,CHILD_SCHOOL,PL_N13625213585
P04990,HOME,PL_W704945365
P04990,WORK,PL_W796686995
P04990,CHILD_SCHOOL,PL_W71410512
P04991,HOME,PL_W661275365
P04991,WORK,PL_W31363304
P04991,CHILD_SCHOOL,PL_W65239313
P04992,HOME,PL_W61955727
P04992,WORK,PL_W676415515
P04993,HOME,PL_W32455674
P04993,WORK,PL_N4047007530
P04993,CHILD_SCHOOL,PL_W224159663
P04994,HOME,PL_W662775236
P04994,WORK,PL_W34582301
P04994,CHILD_SCHOOL,PL_W43327805
P04995,HOME,PL_W704729316
P04995,WORK,PL_W437691410
P04995,CHILD_SCHOOL,PL_N3946854994
P04996,HOME,PL_W660078497
P04996,WORK,PL_W658233525
P04997,HOME,PL_W661957683
P04997,WORK,PL_W661957683
P04997,CHILD_SCHOOL,PL_N7108065615
P04998,HOME,PL_W41405377
P04998,WORK,PL_N10780162890
P04999,HOME,PL_W704995219
P04999,WORK,PL_W700221889
P04999,CHILD_SCHOOL,PL_W36747096
P05000,HOME,PL_W660584894
P05000,UNIVERSITY,PL_N12770899929
P05001,HOME,PL_W1163968779
P05001,WORK,PL_W80378497
P05001,CHILD_SCHOOL,PL_N10649797327
P05002,HOME,PL_W662175307
P05002,WORK,PL_W672780981
P05003,HOME,PL_W705218738
P05003,WORK,PL_W505879525
P05004,HOME,PL_W660569766
P05004,WORK,PL_W659427257
P05005,HOME,PL_W705011690
P05005,WORK,PL_W659549074
P05005,CHILD_SCHOOL,PL_N2613021303
P05006,HOME,PL_W427224028
P05006,WORK,PL_W67133952
P05007,HOME,PL_W659451663
P05007,WORK,PL_N10608697442
P05008,HOME,PL_W659453781
P05008,WORK,PL_N6551656546
P05009,HOME,PL_W659548749
P05009,WORK,PL_W702554499
P05010,HOME,PL_W661919526
P05010,WORK,PL_N3494914034
P05010,CHILD_SCHOOL,PL_W36543496
P05011,HOME,PL_W705649186
P05011,WORK,PL_N2298309446
P05011,CHILD_SCHOOL,PL_W224818044
P05012,HOME,PL_W31757792
P05012,WORK,PL_W33849166
P05012,CHILD_SCHOOL,PL_W28273222
P05013,HOME,PL_W1075561267
P05013,WORK,PL_W805392726
P05013,CHILD_SCHOOL,PL_W705565520
P05014,HOME,PL_W56051936
P05014,WORK,PL_W60185759
P05015,HOME,PL_W702142776
P05015,WORK,PL_W657979493
P05016,HOME,PL_W661331379
P05016,WORK,PL_W659129672
P05017,HOME,PL_W659731754
P05017,WORK,PL_N11084666292
P05018,HOME,PL_W662176205
P05018,WORK,PL_N7559857499
P05018,CHILD_SCHOOL,PL_W704997229
P05019,HOME,PL_W31756387
P05019,WORK,PL_W674573766
P05020,HOME,PL_W31560365
P05020,WORK,PL_N382893466
P05021,HOME,PL_W660601361
P05021,UNIVERSITY,PL_N10977886210
P05022,HOME,PL_W730690168
P05022,WORK,PL_W730690168
P05023,HOME,PL_W705222393
P05023,WORK,PL_W687674967
P05024,HOME,PL_W659838641
P05024,WORK,PL_W675314654
P05024,CHILD_SCHOOL,PL_W35836503
P05025,HOME,PL_W31756382
P05025,UNIVERSITY,PL_N13704267913
P05026,HOME,PL_W661207227
P05026,WORK,PL_W678437141
P05027,HOME,PL_W33564012
P05027,WORK,PL_N14067216775
P05027,CHILD_SCHOOL,PL_W369392223
P05028,HOME,PL_W42472531
P05028,WORK,PL_W1417411887
P05028,CHILD_SCHOOL,PL_W37404404
P05029,HOME,PL_W660839650
P05029,WORK,PL_N12534456602
P05030,HOME,PL_W705010196
P05030,WORK,PL_N6584471072
P05030,CHILD_SCHOOL,PL_W33543511
P05031,HOME,PL_W31560365
P05031,UNIVERSITY,PL_N401521720
P05032,HOME,PL_W31754491
P05032,WORK,PL_W258236803
P05032,CHILD_SCHOOL,PL_N5220318996
P05033,HOME,PL_W42472528
P05033,WORK,PL_W106971408
P05034,HOME,PL_W662785242
P05034,WORK,PL_W657979227
P05035,HOME,PL_W661049638
P05035,WORK,PL_N12821351987
P05035,CHILD_SCHOOL,PL_W87327545
P05036,HOME,PL_W170051472
P05036,WORK,PL_W31619933
P05036,CHILD_SCHOOL,PL_W703420515
P05037,HOME,PL_W31619298
P05037,WORK,PL_W661810016
P05038,HOME,PL_W702587015
P05038,WORK,PL_W361650356
P05039,HOME,PL_W572761847
P05039,WORK,PL_W55213081
P05039,CHILD_SCHOOL,PL_W41841713
P05040,HOME,PL_W660568830
P05040,WORK,PL_N5441763277
P05041,HOME,PL_W43805755
P05041,WORK,PL_W1418991792
P05041,CHILD_SCHOOL,PL_W35798787
P05042,HOME,PL_W705624359
P05042,WORK,PL_N6318936252
P05043,HOME,PL_W659547354
P05043,WORK,PL_N3306925644
P05043,CHILD_SCHOOL,PL_W226096987
P05044,HOME,PL_W967290533
P05044,WORK,PL_W43125814
P05044,CHILD_SCHOOL,PL_W163146271
P05045,HOME,PL_W31754597
P05045,WORK,PL_W32919055
P05046,HOME,PL_W705624356
P05046,WORK,PL_W56012911
P05047,HOME,PL_W661957657
P05047,WORK,PL_N12980687484
P05048,HOME,PL_W705737455
P05048,WORK,PL_N2887835265
P05049,HOME,PL_W129725313
P05049,WORK,PL_W657697672
P05050,HOME,PL_W660838863
P05050,WORK,PL_N579093049
P05051,HOME,PL_W704993429
P05051,WORK,PL_W495300892
P05051,CHILD_SCHOOL,PL_W35836083
P05052,HOME,PL_W661075089
P05052,WORK,PL_W27767642
P05053,HOME,PL_W661841621
P05053,WORK,PL_W33561118
P05054,HOME,PL_W661636563
P05054,WORK,PL_W943602453
P05054,CHILD_SCHOOL,PL_W33396813
P05055,HOME,PL_W661050368
P05055,WORK,PL_W34614474
P05056,HOME,PL_W41405377
P05056,WORK,PL_W1034600126
P05057,HOME,PL_W143654373
P05057,WORK,PL_W661330239
P05057,CHILD_SCHOOL,PL_W34617361
P05058,HOME,PL_W656562039
P05058,UNIVERSITY,PL_W23334883
P05059,HOME,PL_W660820566
P05059,UNIVERSITY,PL_W703666033
P05060,HOME,PL_W32820133
P05060,WORK,PL_W663826544
P05060,CHILD_SCHOOL,PL_W42525407
P05061,HOME,PL_W661276185
P05061,WORK,PL_W805395284
P05062,HOME,PL_W661637098
P05062,WORK,PL_W35674382
P05062,CHILD_SCHOOL,PL_W36543496
P05063,HOME,PL_W31616572
P05063,WORK,PL_W33561682
P05064,HOME,PL_W660600704
P05064,WORK,PL_W659427966
P05065,HOME,PL_W36888109
P05065,WORK,PL_W36888109
P05065,CHILD_SCHOOL,PL_W35798787
P05066,HOME,PL_W661824902
P05066,WORK,PL_W34546354
P05067,HOME,PL_W33542527
P05067,WORK,PL_N6456644691
P05067,CHILD_SCHOOL,PL_W42525283
P05068,HOME,PL_W658974530
P05068,WORK,PL_W215499749
P05068,CHILD_SCHOOL,PL_W43327805
P05069,HOME,PL_W31617610
P05069,WORK,PL_W31617610
P05070,HOME,PL_W660568195
P05070,WORK,PL_W31451793
P05071,HOME,PL_W661957308
P05071,UNIVERSITY,PL_N8832604496
P05071,CHILD_SCHOOL,PL_W220920995
P05072,HOME,PL_W656561687
P05072,WORK,PL_W656561687
P05073,HOME,PL_W705563017
P05073,WORK,PL_N14104254508
P05073,CHILD_SCHOOL,PL_W41363541
P05074,HOME,PL_W660602060
P05074,UNIVERSITY,PL_N13932534615
P05075,HOME,PL_W706093837
P05075,WORK,PL_W31623120
P05076,HOME,PL_W662762237
P05076,WORK,PL_W662762237
P05077,HOME,PL_W660831611
P05077,WORK,PL_N13717296582
P05078,HOME,PL_W1203384555
P05078,UNIVERSITY,PL_W23447424
P05079,HOME,PL_W659244890
P05079,WORK,PL_W671872810
P05080,HOME,PL_W705507599
P05080,WORK,PL_W140486338
P05081,HOME,PL_W660866850
P05081,WORK,PL_W660866850
P05081,CHILD_SCHOOL,PL_W195493031
P05082,HOME,PL_W31756293
P05082,UNIVERSITY,PL_W686503820
P05083,HOME,PL_W33653601
P05083,UNIVERSITY,PL_N547498239
P05084,HOME,PL_W705125021
P05084,WORK,PL_W661291871
P05084,CHILD_SCHOOL,PL_W34228913
P05085,HOME,PL_W704993428
P05085,WORK,PL_N13890093467
P05085,CHILD_SCHOOL,PL_W282961787
P05086,HOME,PL_W1245802033
P05086,WORK,PL_W662441651
P05087,HOME,PL_W661049565
P05087,WORK,PL_W58851585
P05088,HOME,PL_W34777540
P05088,WORK,PL_W673263912
P05088,CHILD_SCHOOL,PL_W35836168
P05089,HOME,PL_W170052638
P05089,WORK,PL_N6365517895
P05089,CHILD_SCHOOL,PL_W235324578
P05090,HOME,PL_W170055114
