person_id,organization_id,team_id,member_role,work_place_id,match_distance_m,match_confidence
P06084,ORG_UNRES_W660348533,ORG_UNRES_W660348533_T001,摄影师,PL_W660348533,0.0,unresolved
P06085,ORG_W584972654,ORG_W584972654_T001,理发师,PL_W584972654,0.0,verified
P06086,ORG_N7195309578,ORG_N7195309578_T001,摄影师,PL_N7195309578,0.0,verified
P06087,ORG_W62256154,ORG_W62256154_T001,酒店前台,PL_W62256154,0.0,verified
P06088,ORG_UNRES_W34546205,ORG_UNRES_W34546205_T001,设备操作员,PL_W34546205,0.0,unresolved
P06089,ORG_W61511473,ORG_W61511473_T001,酒店服务人员,PL_W61511473,0.0,verified
P06090,ORG_W43125814,ORG_W43125814_T001,数据分析师,PL_W43125814,0.0,verified
P06091,ORG_N6306326489,ORG_N6306326489_T001,财务专员,PL_N6306326489,0.0,verified
P06092,ORG_N13719638635,ORG_N13719638635_T001,行政专员,PL_W662097486,17.5,high
P06093,ORG_N11704668239,ORG_N11704668239_T001,HR经理,PL_N11704668239,0.0,verified
P06094,ORG_W805391913,ORG_W805391913_T001,运营专员,PL_W805391913,0.0,verified
P06095,ORG_N575245006,ORG_N575245006_T001,零售店员,PL_N575245006,0.0,verified
P06096,ORG_W90055931,ORG_W90055931_T001,项目经理,PL_W56009253,37.2,medium
P06097,ORG_N3007175447,ORG_N3007175447_T001,销售经理,PL_W953878382,48.2,medium
P06098,ORG_UNRES_W662213143,ORG_UNRES_W662213143_T001,行政专员,PL_W662213143,0.0,unresolved
P06099,ORG_UNRES_W59248729,ORG_UNRES_W59248729_T001,配送员,PL_W59248729,0.0,unresolved
P06100,ORG_N383179943,ORG_N383179943_T001,零售店员,PL_N383179943,0.0,verified
P06101,ORG_N6712340468,ORG_N6712340468_T001,餐厅服务员,PL_N6712340468,0.0,verified
P06102,ORG_UNRES_W706192712,ORG_UNRES_W706192712_T001,咨询顾问,PL_W706192712,0.0,unresolved
P06103,ORG_UNRES_W943602453,ORG_UNRES_W943602453_T001,配送员,PL_W943602453,0.0,unresolved
P06104,ORG_N7009937516,ORG_N7009937516_T001,健身教练,PL_N7009937516,0.0,verified
P06105,ORG_N6568182609,ORG_N6568182609_T001,美容师,PL_N6568182609,0.0,verified
P06106,ORG_N6545684813,ORG_N6545684813_T001,客户经理,PL_N6545684813,0.0,verified
P06107,ORG_N13374576838,ORG_N13374576838_T001,客服,PL_N13374576838,0.0,verified
P06108,ORG_UNRES_W795953855,ORG_UNRES_W795953855_T001,快递员,PL_W795953855,0.0,unresolved
P06109,ORG_N7751703062,ORG_N7751703062_T001,厨师,PL_N7751703062,0.0,verified
P06110,ORG_W61014137,ORG_W61014137_T002,酒店前台,PL_W61014137,0.0,verified
P06111,ORG_UNRES_W335899654,ORG_UNRES_W335899654_T001,独立承包商,PL_W335899654,0.0,unresolved
P06112,ORG_UNRES_W706078563,ORG_UNRES_W706078563_T001,网店经营者,PL_W706078563,0.0,unresolved
P06113,ORG_UNRES_W661314230,ORG_UNRES_W661314230_T001,财务经理,PL_W661314230,0.0,unresolved
P06114,ORG_N13962894528,ORG_N13962894528_T001,餐厅服务员,PL_N13962894528,0.0,verified
P06115,ORG_W62058577,ORG_W62058577_T001,运营专员,PL_W62058577,0.0,verified
P06116,ORG_W32742026,ORG_W32742026_T001,厨师,PL_W32742026,0.0,verified
P06117,ORG_UNRES_W35836410,ORG_UNRES_W35836410_T001,自媒体从业者,PL_W35836410,0.0,unresolved
P06118,ORG_W104945732,ORG_W104945732_T001,设计师,PL_W104945732,0.0,verified
P06119,ORG_N7759217331,ORG_N7759217331_T001,房产经纪,PL_N7759217331,0.0,verified
P06120,ORG_UNRES_W706078542,ORG_UNRES_W706078542_T001,独立程序员,PL_W706078542,0.0,unresolved
P06121,ORG_N9132860600,ORG_N9132860600_T001,财务专员,PL_N9132860600,0.0,verified
P06122,ORG_UNRES_W659587796,ORG_UNRES_W659587796_T001,采购专员,PL_W659587796,0.0,unresolved
P06123,ORG_W33013888,ORG_W33013888_T001,硕士研究生,PL_W33013888,0.0,verified
P06124,ORG_N7553853679,ORG_N7553853679_T001,零售店员,PL_N7553853679,0.0,verified
P06125,ORG_N7881335020,ORG_N7881335020_T001,技术经理,PL_W663827277,7.9,high
P06126,ORG_N13648921028,ORG_N13648921028_T001,自媒体从业者,PL_N13648921028,0.0,verified
P06127,ORG_N12941620211,ORG_N12941620211_T001,房产经纪,PL_W56437582,2.8,high
P06128,ORG_W22914034,ORG_W22914034_T001,运营专员,PL_W22914034,0.0,verified
P06129,ORG_W300884213,ORG_W300884213_T001,行政专员,PL_W300884213,0.0,verified
P06130,ORG_W42472536,ORG_W42472536_T001,财务专员,PL_W42472536,0.0,verified
P06131,ORG_UNRES_W67132136,ORG_UNRES_W67132136_T001,数据分析师,PL_W67132136,0.0,unresolved
P06132,ORG_N13628433773,ORG_N13628433773_T001,行政专员,PL_W679142320,48.3,medium
P06133,ORG_W58869396,ORG_W58869396_T001,维修技师,PL_W58869437,35.1,medium
P06134,ORG_W657935898,ORG_W657935898_T001,汽车技师,PL_W657935859,69.1,medium
P06135,ORG_W1504225085,ORG_W1504225085_T001,本科生,PL_W1504225085,0.0,verified
P06136,ORG_W804454883,ORG_W804454883_T001,软件工程师,PL_W60609247,95.8,medium
P06137,ORG_UNRES_W188119228,ORG_UNRES_W188119228_T001,采购专员,PL_W188119228,0.0,unresolved
P06138,ORG_UNRES_W32605072,ORG_UNRES_W32605072_T001,翻译,PL_W32605072,0.0,unresolved
P06139,ORG_N4346737041,ORG_N4346737041_T001,采购经理,PL_W36921533,58.4,medium
P06140,ORG_W61759776,ORG_W61759776_T003,硕士研究生,PL_W61759776,0.0,verified
P06141,ORG_W287416336,ORG_W287416336_T001,财务专员,PL_W287416336,0.0,verified
P06142,ORG_UNRES_W124126825,ORG_UNRES_W124126825_T001,高级软件工程师,PL_W124126825,0.0,unresolved
P06143,ORG_UNRES_W679046739,ORG_UNRES_W679046739_T001,配送员,PL_W679046739,0.0,unresolved
P06144,ORG_UNRES_W31811184,ORG_UNRES_W31811184_T001,独立承包商,PL_W31811184,0.0,unresolved
P06145,ORG_W132115340,ORG_W132115340_T001,客户经理,PL_W132115340,0.0,verified
P06146,ORG_UNRES_W658487113,ORG_UNRES_W658487113_T001,搬运工,PL_W658487113,0.0,unresolved
P06147,ORG_UNRES_W66975040,ORG_UNRES_W66975040_T001,销售经理,PL_W66975040,0.0,unresolved
P06148,ORG_N12322231472,ORG_N12322231472_T001,硕士研究生,PL_N12322231472,0.0,verified
P06149,ORG_N1142872979,ORG_N1142872979_T001,本科生,PL_N1142872979,0.0,verified
P06150,ORG_N5345553359,ORG_N5345553359_T001,咖啡师,PL_N5345553359,0.0,verified
P06151,ORG_UNRES_W661951759,ORG_UNRES_W661951759_T001,焊工,PL_W661951759,0.0,unresolved
P06152,ORG_N3044762416,ORG_N3044762416_T001,餐厅服务员,PL_N3044762416,0.0,verified
P06153,ORG_N6845991721,ORG_N6845991721_T001,设计师,PL_W265703121,31.6,medium
P06154,ORG_W58646436,ORG_W58646436_T001,快递员,PL_W657979451,24.9,high
P06155,ORG_W27778689,ORG_W27778689_T001,酒店服务人员,PL_W27778689,0.0,verified
P06156,ORG_W1341461749,ORG_W1341461749_T001,销售经理,PL_W1341461749,0.0,verified
P06157,ORG_UNRES_W1013234823,ORG_UNRES_W1013234823_T001,汽车技师,PL_W1013234823,0.0,unresolved
P06158,ORG_W58869672,ORG_W58869672_T001,采购经理,PL_W669604298,19.9,high
P06159,ORG_N2065683567,ORG_N2065683567_T001,HR经理,PL_N2065683567,0.0,verified
P06160,ORG_UNRES_W55218348,ORG_UNRES_W55218348_T001,产品经理,PL_W55218348,0.0,unresolved
P06161,ORG_N7570784647,ORG_N7570784647_T001,财务专员,PL_W1541291357,59.4,medium
P06162,ORG_W33300472,ORG_W33300472_T001,保安,PL_W33300472,0.0,verified
P06163,ORG_N712595026,ORG_N712595026_T001,零售店员,PL_N712595026,0.0,verified
P06164,ORG_W34546363,ORG_W34546363_T001,搬运工,PL_W33189763,115.1,medium
P06165,ORG_UNRES_W704288161,ORG_UNRES_W704288161_T001,软件工程师,PL_W704288161,0.0,unresolved
P06166,ORG_W32803287,ORG_W32803287_T001,建筑工人,PL_W32803287,0.0,verified
P06167,ORG_UNRES_W660806638,ORG_UNRES_W660806638_T001,产品经理,PL_W660806638,0.0,unresolved
P06168,ORG_W233062811,ORG_W233062811_T001,客户经理,PL_W1531629510,60.8,medium
P06169,ORG_W204710538,ORG_W204710538_T001,会计,PL_W679046739,54.1,medium
P06170,ORG_UNRES_W918421631,ORG_UNRES_W918421631_T001,设计师,PL_W918421631,0.0,unresolved
P06171,ORG_W585487299,ORG_W585487299_T001,配送员,PL_W585487294,42.4,medium
P06172,ORG_W43810852,ORG_W43810852_T001,财务专员,PL_W676104927,54.0,medium
P06173,ORG_W23447424,ORG_W23447424_T003,本科生,PL_W23447424,0.0,verified
P06174,ORG_W1502659706,ORG_W1502659706_T001,硕士研究生,PL_W1502659706,0.0,verified
P06175,ORG_UNRES_W136796596,ORG_UNRES_W136796596_T001,高级运营专员,PL_W136796596,0.0,unresolved
P06176,ORG_W58755169,ORG_W58755169_T001,自媒体从业者,PL_W58755169,0.0,verified
P06177,ORG_N2288216731,ORG_N2288216731_T001,美容师,PL_N2288216731,0.0,verified
P06178,ORG_W1502659706,ORG_W1502659706_T001,本科生,PL_W1502659706,0.0,verified
P06179,ORG_W232951140,ORG_W232951140_T001,酒店前台,PL_W232951140,0.0,verified
P06180,ORG_N3440216089,ORG_N3440216089_T001,HR经理,PL_W55029513,25.5,medium
P06181,ORG_W119980186,ORG_W119980186_T001,运营经理,PL_W314204592,94.5,medium
P06182,ORG_W694527214,ORG_W694527214_T001,运营专员,PL_W694527214,0.0,verified
P06183,ORG_N2375249754,ORG_N2375249754_T001,本科生,PL_N2375249754,0.0,verified
P06184,ORG_N4159296676,ORG_N4159296676_T001,理发师,PL_N4159296676,0.0,verified
P06185,ORG_W226326868,ORG_W226326868_T001,数据分析师,PL_W226326868,0.0,verified
P06186,ORG_N13175505745,ORG_N13175505745_T001,零售店员,PL_N13175505745,0.0,verified
P06187,ORG_N2711767746,ORG_N2711767746_T001,数据分析师,PL_N7581344013,38.7,medium
P06188,ORG_UNRES_W495079992,ORG_UNRES_W495079992_T001,高级数据分析师,PL_W495079992,0.0,unresolved
P06189,ORG_W61759777,ORG_W61759777_T001,高级产品经理,PL_W61759777,0.0,verified
P06190,ORG_UNRES_W62361726,ORG_UNRES_W62361726_T001,摄影师,PL_W62361726,0.0,unresolved
P06191,ORG_UNRES_W58646797,ORG_UNRES_W58646797_T001,建筑工人,PL_W58646797,0.0,unresolved
P06192,ORG_UNRES_W704729324,ORG_UNRES_W704729324_T001,咨询顾问,PL_W704729324,0.0,unresolved
P06193,ORG_N13951193852,ORG_N13951193852_T001,硕士研究生,PL_N13951193852,0.0,verified
P06194,ORG_N1840733247,ORG_N1840733247_T001,销售代表,PL_W60186218,52.9,medium
P06195,ORG_N6565904335,ORG_N6565904335_T001,自由设计师,PL_N6565904335,0.0,verified
P06196,ORG_N491599552,ORG_N491599552_T001,行政专员,PL_W90306466,59.3,medium
P06197,ORG_UNRES_W344178891,ORG_UNRES_W344178891_T001,维修技师,PL_W344178891,0.0,unresolved
P06198,ORG_N3306483520,ORG_N3306483520_T001,采购经理,PL_N3306483520,0.0,verified
P06199,ORG_N4179849766,ORG_N4179849766_T001,零售店员,PL_N9739835583,34.8,medium
P06200,ORG_N10537982829,ORG_N10537982829_T002,产品经理,PL_W31451804,46.0,medium
P06201,ORG_W241193936,ORG_W241193936_T001,健身教练,PL_W241193936,0.0,verified
P06202,ORG_W62256637,ORG_W62256637_T001,卡车司机,PL_W659307942,64.6,medium
P06203,ORG_N6341941423,ORG_N6341941423_T001,高级数据分析师,PL_N6341941423,0.0,verified
P06204,ORG_N13667092915,ORG_N13667092915_T001,收银员,PL_N13667092915,0.0,verified
P06205,ORG_N547498239,ORG_N547498239_T001,博士研究生,PL_N547498239,0.0,verified
P06206,ORG_N12091108919,ORG_N12091108919_T001,本科生,PL_N12091108919,0.0,verified
P06207,ORG_N4595604775,ORG_N4595604775_T001,美容师,PL_N4595604775,0.0,verified
P06208,ORG_N13889944378,ORG_N13889944378_T001,财务专员,PL_W663315377,13.2,high
P06209,ORG_UNRES_W661541480,ORG_UNRES_W661541480_T001,高级运营专员,PL_W661541480,0.0,unresolved
P06210,ORG_W61759776,ORG_W61759776_T003,本科生,PL_W61759776,0.0,verified
P06211,ORG_UNRES_W680608316,ORG_UNRES_W680608316_T001,快递员,PL_W680608316,0.0,unresolved
P06212,ORG_N11663647221,ORG_N11663647221_T001,软件工程师,PL_N11663647221,0.0,verified
P06213,ORG_W120390390,ORG_W120390390_T001,房产经纪,PL_W178160850,40.7,medium
P06214,ORG_W661314392,ORG_W661314392_T001,仓库操作员,PL_W194214322,84.4,medium
P06215,ORG_N11128269949,ORG_N11128269949_T001,销售经理,PL_N11128269949,0.0,verified
P06216,ORG_W13405060,ORG_W13405060_T001,高级运营专员,PL_W13405060,0.0,verified
P06217,ORG_N6169558995,ORG_N6169558995_T001,美容师,PL_N6169558995,0.0,verified
P06218,ORG_N4001723554,ORG_N4001723554_T001,健身教练,PL_N4001723554,0.0,verified
P06219,ORG_UNRES_W56437582,ORG_UNRES_W56437582_T001,电工,PL_W56437582,0.0,unresolved
P06220,ORG_N6314004672,ORG_N6314004672_T001,理发师,PL_N6314004672,0.0,verified
P06221,ORG_N9511069391,ORG_N9511069391_T001,会计,PL_W137927024,38.7,medium
P06222,ORG_W34550596,ORG_W34550596_T001,设备操作员,PL_W34550596,0.0,verified
P06223,ORG_W43805352,ORG_W43805352_T001,美容师,PL_W43805352,0.0,verified
P06224,ORG_N12898123580,ORG_N12898123580_T001,客服,PL_N12898123580,0.0,verified
P06225,ORG_N13689858678,ORG_N13689858678_T001,咖啡师,PL_N13689858678,0.0,verified
P06226,ORG_W29004211,ORG_W29004211_T001,健身教练,PL_W29004211,0.0,verified
P06227,ORG_N2704255396,ORG_N2704255396_T001,收银员,PL_N2704255396,0.0,verified
P06228,ORG_W33561126,ORG_W33561126_T001,产品经理,PL_W33561126,0.0,verified
P06229,ORG_N1906274420,ORG_N1906274420_T001,房产经纪,PL_W180549731,48.5,medium
P06230,ORG_W103096656,ORG_W103096656_T001,客户专员,PL_W103096656,0.0,verified
P06231,ORG_W174674654,ORG_W174674654_T001,酒店服务人员,PL_W174674654,0.0,verified
P06232,ORG_W34615187,ORG_W34615187_T001,销售经理,PL_W34615187,0.0,verified
P06233,ORG_N3728548581,ORG_N3728548581_T001,客户专员,PL_N3728548581,0.0,verified
P06234,ORG_N12861688318,ORG_N12861688318_T001,销售经理,PL_W441612274,21.6,high
P06235,ORG_UNRES_W657934722,ORG_UNRES_W657934722_T001,仓库操作员,PL_W657934722,0.0,unresolved
P06236,ORG_W23447393,ORG_W23447393_T001,硕士研究生,PL_W23447393,0.0,verified
P06237,ORG_N13357603673,ORG_N13357603673_T001,自媒体从业者,PL_N13357603673,0.0,verified
P06238,ORG_N9543477504,ORG_N9543477504_T001,财务专员,PL_N9543477504,0.0,verified
P06239,ORG_N5372568226,ORG_N5372568226_T001,采购专员,PL_W55223053,2.4,high
P06240,ORG_W797150068,ORG_W797150068_T001,高级软件工程师,PL_W797150010,11.1,high
P06241,ORG_N5558907089,ORG_N5558907089_T001,运营专员,PL_N5558907089,0.0,verified
P06242,ORG_N6593325985,ORG_N6593325985_T001,理发师,PL_N6593325985,0.0,verified
P06243,ORG_N6551711419,ORG_N6551711419_T001,会计,PL_N6551711419,0.0,verified
P06244,ORG_W32707332,ORG_W32707332_T001,项目经理,PL_W32707332,0.0,verified
P06245,ORG_N2138467572,ORG_N2138467572_T001,高级数据分析师,PL_W203425966,7.7,high
P06246,ORG_N13043775029,ORG_N13043775029_T001,理发师,PL_N13043775029,0.0,verified
P06247,ORG_W43808518,ORG_W43808518_T001,安装工,PL_W676104887,54.7,medium
P06248,ORG_UNRES_W33000864,ORG_UNRES_W33000864_T001,电工,PL_W33000864,0.0,unresolved
P06249,ORG_W34181805,ORG_W34181805_T001,销售代表,PL_N2704263721,6.8,high
P06250,ORG_N13879320053,ORG_N13879320053_T001,采购专员,PL_N13879320053,0.0,verified
P06251,ORG_N2884419126,ORG_N2884419126_T001,本科生,PL_N2884419126,0.0,verified
P06252,ORG_UNRES_W506138849,ORG_UNRES_W506138849_T001,仓库操作员,PL_W506138849,0.0,unresolved
P06253,ORG_UNRES_W35600179,ORG_UNRES_W35600179_T001,销售代表,PL_W35600179,0.0,unresolved
P06254,ORG_N6465507585,ORG_N6465507585_T001,美容师,PL_N6465507585,0.0,verified
P06255,ORG_N1515960448,ORG_N1515960448_T001,厨师,PL_N1515960448,0.0,verified
P06256,ORG_UNRES_W661774765,ORG_UNRES_W661774765_T001,焊工,PL_W661774765,0.0,unresolved
P06257,ORG_N6304924235,ORG_N6304924235_T001,私教,PL_N6304924235,0.0,verified
P06258,ORG_UNRES_W143672481,ORG_UNRES_W143672481_T001,数据分析师,PL_W143672481,0.0,unresolved
P06259,ORG_W148646768,ORG_W148646768_T002,酒店前台,PL_W148646768,0.0,verified
P06260,ORG_N8590229305,ORG_N8590229305_T001,软件工程师,PL_N8590229305,0.0,verified
P06261,ORG_UNRES_W661205742,ORG_UNRES_W661205742_T001,网店经营者,PL_W661205742,0.0,unresolved
P06262,ORG_N4093289947,ORG_N4093289947_T001,设计师,PL_W33562383,22.7,high
P06263,ORG_W61698844,ORG_W61698844_T001,采购专员,PL_W314652547,20.8,high
P06264,ORG_N12922364985,ORG_N12922364985_T001,产品经理,PL_W239024445,61.2,medium
P06265,ORG_N6549480726,ORG_N6549480726_T001,运营专员,PL_N6549480726,0.0,verified
P06266,ORG_W60483157,ORG_W60483157_T001,客户专员,PL_W60483157,0.0,verified
P06267,ORG_UNRES_W136796593,ORG_UNRES_W136796593_T001,财务主管,PL_W136796593,0.0,unresolved
P06268,ORG_N12125662455,ORG_N12125662455_T001,业务负责人,PL_N12125662455,0.0,verified
P06269,ORG_N2856305706,ORG_N2856305706_T001,设计师,PL_W677477572,71.7,medium
P06270,ORG_UNRES_W67140617,ORG_UNRES_W67140617_T001,配送员,PL_W67140617,0.0,unresolved
P06271,ORG_N2243470931,ORG_N2243470931_T001,健身教练,PL_N2243470931,0.0,verified
P06272,ORG_UNRES_W660358116,ORG_UNRES_W660358116_T001,自媒体从业者,PL_W660358116,0.0,unresolved
P06273,ORG_N12922364985,ORG_N12922364985_T001,客户经理,PL_W239024445,61.2,medium
P06274,ORG_UNRES_W685825630,ORG_UNRES_W685825630_T001,维修技师,PL_W685825630,0.0,unresolved
P06275,ORG_N244885864,ORG_N244885864_T001,采购专员,PL_W233181463,56.3,medium
P06276,ORG_UNRES_W659588023,ORG_UNRES_W659588023_T001,客户专员,PL_W659588023,0.0,unresolved
P06277,ORG_W23447514,ORG_W23447514_T001,本科生,PL_W23447514,0.0,verified
P06278,ORG_N9543551939,ORG_N9543551939_T001,硕士研究生,PL_N9543551939,0.0,verified
P06279,ORG_UNRES_W705109210,ORG_UNRES_W705109210_T001,建筑工人,PL_W705109210,0.0,unresolved
P06280,ORG_W23447424,ORG_W23447424_T002,博士研究生,PL_W23447424,0.0,verified
P06281,ORG_W34720372,ORG_W34720372_T001,客户经理,PL_W219168620,38.7,medium
P06282,ORG_N2727296301,ORG_N2727296301_T001,高级运营专员,PL_W167925742,9.9,high
P06283,ORG_W27268157,ORG_W27268157_T001,安装工,PL_W679964142,31.7,medium
P06284,ORG_N3413571002,ORG_N3413571002_T001,客户经理,PL_N3413571002,0.0,verified
P06285,ORG_W23447424,ORG_W23447424_T002,本科生,PL_W23447424,0.0,verified
P06286,ORG_UNRES_W660357354,ORG_UNRES_W660357354_T001,产品经理,PL_W660357354,0.0,unresolved
P06287,ORG_UNRES_W33653601,ORG_UNRES_W33653601_T001,私教,PL_W33653601,0.0,unresolved
P06288,ORG_N6341941405,ORG_N6341941405_T001,健身教练,PL_N6341941405,0.0,verified
P06289,ORG_N12517925331,ORG_N12517925331_T001,餐厅服务员,PL_N12517925331,0.0,verified
P06290,ORG_N9633703338,ORG_N9633703338_T001,博士研究生,PL_N9633703338,0.0,verified
P06291,ORG_N13478624672,ORG_N13478624672_T001,咖啡师,PL_N13478624672,0.0,verified
P06292,ORG_UNRES_W61011663,ORG_UNRES_W61011663_T001,安装工,PL_W61011663,0.0,unresolved
P06293,ORG_N9140143421,ORG_N9140143421_T001,高级运营专员,PL_W661193506,6.1,high
P06294,ORG_N9684228297,ORG_N9684228297_T001,HR经理,PL_N9684228297,0.0,verified
P06295,ORG_N9029747499,ORG_N9029747499_T001,健身教练,PL_N9029747499,0.0,verified
P06296,ORG_UNRES_W664161986,ORG_UNRES_W664161986_T001,独立承包商,PL_W664161986,0.0,unresolved
P06297,ORG_N6810272357,ORG_N6810272357_T001,自媒体从业者,PL_N6810272357,0.0,verified
P06298,ORG_UNRES_W33191766,ORG_UNRES_W33191766_T001,仓库操作员,PL_W33191766,0.0,unresolved
P06299,ORG_N7581385501,ORG_N7581385501_T001,餐厅服务员,PL_N7581385501,0.0,verified
P06300,ORG_N6324242329,ORG_N6324242329_T001,房产经纪,PL_W669604318,19.0,high
P06301,ORG_N6348659395,ORG_N6348659395_T001,设计师,PL_N6348659395,0.0,verified
P06302,ORG_N13924323762,ORG_N13924323762_T001,设计师,PL_N13924323762,0.0,verified
P06303,ORG_N13951193852,ORG_N13951193852_T001,硕士研究生,PL_N13951193852,0.0,verified
P06304,ORG_UNRES_W333192882,ORG_UNRES_W333192882_T001,卡车司机,PL_W333192882,0.0,unresolved
P06305,ORG_W32742026,ORG_W32742026_T001,酒店前台,PL_W32742026,0.0,verified
P06306,ORG_N3494914034,ORG_N3494914034_T001,健身教练,PL_N3494914034,0.0,verified
P06307,ORG_N13011543819,ORG_N13011543819_T001,酒店前台,PL_N13011543819,0.0,verified
P06308,ORG_UNRES_W469294655,ORG_UNRES_W469294655_T001,行政专员,PL_W469294655,0.0,unresolved
P06309,ORG_N2748427540,ORG_N2748427540_T001,理发师,PL_N2748427540,0.0,verified
P06310,ORG_W170018362,ORG_W170018362_T001,设计师,PL_W170018362,0.0,verified
P06311,ORG_W1163968779,ORG_W1163968779_T001,咨询顾问,PL_W1163968779,0.0,verified
P06312,ORG_N2884419126,ORG_N2884419126_T001,本科生,PL_N2884419126,0.0,verified
P06313,ORG_W33848018,ORG_W33848018_T001,厨师,PL_W33848018,0.0,verified
P06314,ORG_N12912579192,ORG_N12912579192_T001,硕士研究生,PL_N12912579192,0.0,verified
P06315,ORG_W32742026,ORG_W32742026_T001,酒店服务人员,PL_W32742026,0.0,verified
P06316,ORG_N6848957015,ORG_N6848957015_T001,本科生,PL_N6848957015,0.0,verified
P06317,ORG_UNRES_W661250210,ORG_UNRES_W661250210_T001,建筑工人,PL_W661250210,0.0,unresolved
P06318,ORG_N3009597791,ORG_N3009597791_T001,设计师,PL_W122204305,32.3,medium
P06319,ORG_W1046417334,ORG_W1046417334_T001,HR经理,PL_W1046417334,0.0,verified
P06320,ORG_W468030019,ORG_W468030019_T001,咨询顾问,PL_W468030019,0.0,verified
P06321,ORG_N2153426073,ORG_N2153426073_T001,咖啡师,PL_N2153426073,0.0,verified
P06322,ORG_N12912579192,ORG_N12912579192_T001,硕士研究生,PL_N12912579192,0.0,verified
P06323,ORG_N8023696432,ORG_N8023696432_T001,保安,PL_N8023696432,0.0,verified
P06324,ORG_N491599552,ORG_N491599552_T001,人力资源经理,PL_W90306466,59.3,medium
P06325,ORG_W141284992,ORG_W141284992_T001,房产经纪,PL_W141284992,0.0,verified
P06326,ORG_N2153230504,ORG_N2153230504_T001,客户专员,PL_N2153230504,0.0,verified
P06327,ORG_N1518532024,ORG_N1518532024_T001,本科生,PL_N1518532024,0.0,verified
P06328,ORG_UNRES_W662775254,ORG_UNRES_W662775254_T001,汽车技师,PL_W662775254,0.0,unresolved
P06329,ORG_W170018363,ORG_W170018363_T001,销售代表,PL_W170018363,0.0,verified
P06330,ORG_N12322231472,ORG_N12322231472_T001,博士研究生,PL_N12322231472,0.0,verified
P06331,ORG_UNRES_W661471612,ORG_UNRES_W661471612_T001,汽车技师,PL_W661471612,0.0,unresolved
P06332,ORG_W34749848,ORG_W34749848_T002,酒店前台,PL_W34749848,0.0,verified
P06333,ORG_UNRES_W105516608,ORG_UNRES_W105516608_T001,区域经理,PL_W105516608,0.0,unresolved
P06334,ORG_UNRES_N5581608385,ORG_UNRES_N5581608385_T001,美容师,PL_N5581608385,0.0,unresolved
P06335,ORG_N5838651789,ORG_N5838651789_T001,保安,PL_N5838651789,0.0,verified
P06336,ORG_UNRES_W67141324,ORG_UNRES_W67141324_T001,建筑工人,PL_W67141324,0.0,unresolved
P06337,ORG_UNRES_W663518490,ORG_UNRES_W663518490_T001,快递员,PL_W663518490,0.0,unresolved
P06338,ORG_N1379170630,ORG_N1379170630_T001,美容师,PL_N1379170630,0.0,verified
P06339,ORG_N2620440318,ORG_N2620440318_T001,私教,PL_N2620440318,0.0,verified
P06340,ORG_W61759776,ORG_W61759776_T001,本科生,PL_W61759776,0.0,verified
P06341,ORG_UNRES_W34515539,ORG_UNRES_W34515539_T001,卡车司机,PL_W34515539,0.0,unresolved
P06342,ORG_UNRES_W659581412,ORG_UNRES_W659581412_T001,采购专员,PL_W659581412,0.0,unresolved
P06343,ORG_N9543551939,ORG_N9543551939_T001,本科生,PL_N9543551939,0.0,verified
P06344,ORG_UNRES_W363990471,ORG_UNRES_W363990471_T001,电工,PL_W363990471,0.0,unresolved
P06345,ORG_UNRES_W191843130,ORG_UNRES_W191843130_T001,配送员,PL_W191843130,0.0,unresolved
P06346,ORG_N10220344612,ORG_N10220344612_T001,采购专员,PL_W43805331,56.7,medium
P06347,ORG_W34720688,ORG_W34720688_T001,客户专员,PL_W34720688,0.0,verified
P06348,ORG_W233062811,ORG_W233062811_T001,项目经理,PL_W1531629509,97.9,medium
P06349,ORG_W38743637,ORG_W38743637_T001,采购专员,PL_W38743637,0.0,verified
P06350,ORG_N502720111,ORG_N502720111_T001,零售店员,PL_N502720111,0.0,verified
P06351,ORG_N1885286964,ORG_N1885286964_T001,餐厅服务员,PL_N1885286964,0.0,verified
P06352,ORG_N12849850916,ORG_N12849850916_T001,收银员,PL_N14027227866,6.1,high
P06353,ORG_W300884213,ORG_W300884213_T001,销售代表,PL_W300884213,0.0,verified
P06354,ORG_UNRES_W32707393,ORG_UNRES_W32707393_T001,卡车司机,PL_W32707393,0.0,unresolved
P06355,ORG_W151179146,ORG_W151179146_T001,咨询顾问,PL_W151179146,0.0,verified
P06356,ORG_N10820481470,ORG_N10820481470_T001,保安,PL_N10820481470,0.0,verified
P06357,ORG_UNRES_W255630384,ORG_UNRES_W255630384_T001,采购专员,PL_W255630384,0.0,unresolved
P06358,ORG_N6713669652,ORG_N6713669652_T001,自媒体从业者,PL_N6713669652,0.0,verified
P06359,ORG_N4922343571,ORG_N4922343571_T001,保安,PL_N4922343571,0.0,verified
P06360,ORG_N2966355208,ORG_N2966355208_T001,餐厅服务员,PL_N2966355208,0.0,verified
P06361,ORG_N3687539002,ORG_N3687539002_T001,翻译,PL_N3687539002,0.0,verified
P06362,ORG_UNRES_W67141700,ORG_UNRES_W67141700_T001,维修技师,PL_W67141700,0.0,unresolved
P06363,ORG_N6603455811,ORG_N6603455811_T001,零售店员,PL_N6603455811,0.0,verified
P06364,ORG_UNRES_W702145965,ORG_UNRES_W702145965_T001,高级数据分析师,PL_W702145965,0.0,unresolved
